"CO","CI","SV","SVI","SVV","PRV","PR","SYS","DIA","MAP","SI","time","SVR","SVRI","volume","drug_dose"
2.1,1.4,16,11,7,0,127,67,56,60,1.8955223880597,18840,2133.33333333333,3200,30,0.182398540811674
2.2,1.5,17,11,7,0,129,67,55,60,1.92537313432836,18860,2036.36363636364,2986.66666666667,30,0.182398540811674
2.1,1.4,16,11,7,0,129,68,56,61,1.89705882352941,18920,2171.42857142857,3257.14285714286,30,0.182398540811674
2,1.4,16,11,7,0,129,67,55,60,1.92537313432836,18940,2240,3200,30,0.182398540811674
2.1,1.4,16,11,7,0,126,67,55,60,1.88059701492537,19020,2133.33333333333,3200,30,0.182398540811674
2.1,1.4,16,11,7,0,131,67,56,61,1.95522388059702,19040,2171.42857142857,3257.14285714286,30,0.182398540811674
1.9,1.3,16,11,7,0,119,67,54,60,1.77611940298507,19060,2357.89473684211,3446.15384615385,30,0.182398540811674
2.2,1.5,19,13,7,0,118,72,59,66,1.63888888888889,19080,2254.54545454545,3306.66666666667,30,0.182398540811674
1.9,1.3,15,10,7,0,124,68,57,62,1.82352941176471,19100,2442.1052631579,3569.23076923077,30,0.182398540811674
2,1.3,16,11,8,0,125,64,53,57,1.953125,19120,2120,3261.53846153846,30,0.182398540811674
2,1.4,16,11,8,0,129,65,54,58,1.98461538461538,19140,2160,3085.71428571429,30,0.182398540811674
2.1,1.4,16,11,9,0,128,65,53,58,1.96923076923077,19160,2057.14285714286,3085.71428571429,30,0.182398540811674
2.1,1.5,16,11,9,0,130,65,53,58,2,19180,2057.14285714286,2880,30,0.182398540811674
2.1,1.4,17,11,11,0,125,68,56,61,1.83823529411765,19200,2171.42857142857,3257.14285714286,30,0.182398540811674
2.2,1.5,17,12,11,0,125,66,54,59,1.89393939393939,19220,2000,2933.33333333333,30,0.182398540811674
2.4,1.6,19,13,13,0,125,68,55,60,1.83823529411765,19240,1866.66666666667,2800,30,0.182398540811674
2.3,1.6,18,13,14,0,126,65,52,58,1.93846153846154,19260,1878.26086956522,2700,30,0.182398540811674
2.4,1.6,19,13,11,0,127,68,55,60,1.86764705882353,19280,1866.66666666667,2800,30,0.182398540811674
2.3,1.6,18,12,11,0,128,67,54,59,1.91044776119403,19300,1913.04347826087,2750,30,0.182398540811674
2.2,1.5,18,12,8,0,126,67,54,60,1.88059701492537,19320,2036.36363636364,2986.66666666667,30,0.182398540811674
2.2,1.5,18,12,6,0,125,63,52,57,1.98412698412698,19340,1927.27272727273,2826.66666666667,30,0.182398540811674
2.2,1.5,17,12,8,0,131,66,54,59,1.98484848484848,19360,2000,2933.33333333333,30,0.182398540811674
2.2,1.5,18,12,8,0,125,65,53,58,1.92307692307692,19380,1963.63636363636,2880,30,0.182398540811674
2.1,1.4,17,11,8,0,125,67,53,60,1.86567164179104,19400,2133.33333333333,3200,30,0.182398540811674
2.6,1.8,20,14,5,0,126,72,57,64,1.75,19420,1846.15384615385,2666.66666666667,30,0.182398540811674
2.6,1.8,20,14,9,0,129,71,56,62,1.8169014084507,19440,1784.61538461538,2577.77777777778,30,0.182398540811674
2.6,1.8,20,14,10,0,131,73,57,64,1.79452054794521,19460,1846.15384615385,2666.66666666667,30,0.182398540811674
2.4,1.6,18,13,7,0,127,70,55,62,1.81428571428571,19480,1933.33333333333,2900,30,0.182398540811674
2.4,1.6,18,13,7,0,131,70,55,62,1.87142857142857,19500,1933.33333333333,2900,30,0.182398540811674
2.3,1.6,18,12,7,0,129,69,55,61,1.8695652173913,19520,1982.60869565217,2850,30,0.182398540811674
2.3,1.6,18,12,7,0,130,69,55,61,1.88405797101449,19540,1982.60869565217,2850,30,0.182398540811674
2.3,1.6,18,13,7,0,127,70,56,62,1.81428571428571,19560,2017.39130434783,2900,30,0.182398540811674
2.3,1.6,18,12,6,0,129,72,57,63,1.79166666666667,19580,2052.17391304348,2950,30,0.182398540811674
2.4,1.6,18,12,7,0,130,70,56,62,1.85714285714286,19600,1933.33333333333,2900,30,0.182398540811674
2.3,1.6,18,12,7,0,127,70,56,62,1.81428571428571,19620,2017.39130434783,2900,30,0.182398540811674
2.3,1.6,18,13,7,0,126,69,55,61,1.82608695652174,19640,1982.60869565217,2850,30,0.182398540811674
2.4,1.6,18,13,8,0,130,70,56,62,1.85714285714286,19660,1933.33333333333,2900,30,0.182398540811674
2.3,1.6,18,12,5,0,128,68,55,60,1.88235294117647,19680,1947.82608695652,2800,30,0.182398540811674
2.3,1.6,18,12,8,0,130,67,54,60,1.94029850746269,19700,1947.82608695652,2800,30,0.182398540811674
2.3,1.6,18,12,8,0,127,67,54,60,1.8955223880597,19720,1947.82608695652,2800,30,0.182398540811674
2.3,1.6,18,12,7,0,128,69,55,61,1.85507246376812,19740,1982.60869565217,2850,30,0.182398540811674
2.2,1.5,17,12,7,0,130,67,54,60,1.94029850746269,19760,2036.36363636364,2986.66666666667,30,0.182398540811674
2.3,1.5,18,12,8,0,126,68,55,60,1.85294117647059,19780,1947.82608695652,2986.66666666667,30,0.182398540811674
2.3,1.5,18,12,8,0,128,67,54,60,1.91044776119403,19800,1947.82608695652,2986.66666666667,30,0.182398540811674
2.2,1.5,18,12,8,0,128,68,55,60,1.88235294117647,19820,2036.36363636364,2986.66666666667,30,0.182398540811674
2.4,1.7,18,13,11,0,131,69,55,61,1.89855072463768,19840,1900,2682.35294117647,30,0.182398540811674
2.3,1.6,19,13,9,0,125,67,54,60,1.86567164179104,19860,1947.82608695652,2800,30,0.182398540811674
2.3,1.6,17,12,12,0,130,68,56,61,1.91176470588235,19880,1982.60869565217,2850,30,0.182398540811674
2.3,1.6,18,12,12,0,127,68,55,59,1.86764705882353,19980,1913.04347826087,2750,30,0.182398540811674
2.3,1.6,18,12,12,0,127,68,55,59,1.86764705882353,20000,1913.04347826087,2750,30,0.182398540811674
2.4,1.7,19,13,3,0,126,68,54,59,1.85294117647059,20020,1833.33333333333,2588.23529411765,30,0.182398540811674
2.8,1.9,22,15,3,0,126,68,52,58,1.85294117647059,20040,1542.85714285714,2273.68421052632,30,0.182398540811674
2.9,2,23,15,8,0,128,69,52,59,1.85507246376812,20060,1517.24137931034,2200,30,0.182398540811674
2.8,1.9,21,15,4,0,130,66,51,57,1.96969696969697,20080,1514.28571428571,2231.57894736842,30,0.182398540811674
2.7,1.9,21,14,3,0,130,66,51,57,1.96969696969697,20100,1570.37037037037,2231.57894736842,30,0.182398540811674
2.7,1.8,21,14,5,0,130,65,50,57,2,20120,1570.37037037037,2355.55555555556,30,0.182398540811674
2.7,1.8,21,14,5,0,130,66,51,57,1.96969696969697,20140,1570.37037037037,2355.55555555556,30,0.182398540811674
2.8,1.9,21,14,3,0,130,66,51,57,1.96969696969697,20160,1514.28571428571,2231.57894736842,30,0.182398540811674
2.7,1.8,20,14,5,0,130,65,51,57,2,20180,1570.37037037037,2355.55555555556,30,0.182398540811674
2.6,1.8,20,13,7,0,130,64,50,56,2.03125,20200,1600,2311.11111111111,30,0.182398540811674
2.7,1.8,21,14,5,0,130,65,50,57,2,20220,1570.37037037037,2355.55555555556,30,0.182398540811674
2.6,1.8,20,14,4,0,130,64,50,56,2.03125,20240,1600,2311.11111111111,30,0.182398540811674
2.7,1.9,21,14,4,0,130,66,51,57,1.96969696969697,20260,1570.37037037037,2231.57894736842,30,0.182398540811674
2.9,2,22,15,6,0,130,64,50,56,2.03125,20280,1434.48275862069,2080,30,0.182398540811674
2.8,1.9,21,15,4,0,130,65,50,57,2,20300,1514.28571428571,2231.57894736842,30,0.182398540811674
2.7,1.9,21,14,4,0,129,64,49,56,2.015625,20320,1540.74074074074,2189.47368421053,30,0.182398540811674
2.7,1.8,21,14,5,0,129,65,50,56,1.98461538461538,20340,1540.74074074074,2311.11111111111,30,0.182398540811674
2.8,1.9,21,14,3,0,130,64,50,56,2.03125,20360,1485.71428571429,2189.47368421053,30,0.182398540811674
2.8,1.9,22,15,3,0,130,65,50,56,2,20380,1485.71428571429,2189.47368421053,30,0.182398540811674
2.8,1.9,21,15,4,0,129,65,50,56,1.98461538461538,20400,1485.71428571429,2189.47368421053,30,0.182398540811674
2.7,1.9,21,14,5,0,130,66,51,57,1.96969696969697,20420,1570.37037037037,2231.57894736842,30,0.182398540811674
2.7,1.8,21,14,5,0,129,65,50,56,1.98461538461538,20440,1540.74074074074,2311.11111111111,30,0.182398540811674
2.8,1.9,21,15,4,0,129,66,51,57,1.95454545454545,20460,1514.28571428571,2231.57894736842,30,0.182398540811674
2.6,1.8,20,14,7,0,129,63,49,55,2.04761904761905,20480,1569.23076923077,2266.66666666667,30,0.182398540811674
2.7,1.9,21,14,5,0,129,65,50,56,1.98461538461538,20500,1540.74074074074,2189.47368421053,30,0.182398540811674
2.7,1.9,21,14,4,0,129,66,50,57,1.95454545454545,20520,1570.37037037037,2231.57894736842,30,0.182398540811674
2.8,1.9,22,15,4,0,130,68,51,58,1.91176470588235,20540,1542.85714285714,2273.68421052632,30,0.182398540811674
2.8,1.9,22,15,4,0,128,67,51,58,1.91044776119403,20560,1542.85714285714,2273.68421052632,30,0.182398540811674
2.9,2,22,15,4,0,129,69,52,60,1.8695652173913,20580,1544.8275862069,2240,30,0.182398540811674
2.9,2,22,15,5,0,130,71,53,60,1.83098591549296,20600,1544.8275862069,2240,30,0.182398540811674
2.9,2,22,15,4,0,130,69,52,59,1.88405797101449,20620,1517.24137931034,2200,30,0.182398540811674
2.8,1.9,22,15,6,0,130,68,52,59,1.91176470588235,20640,1571.42857142857,2315.78947368421,30,0.182398540811674
2.8,1.9,22,15,5,0,130,68,51,58,1.91176470588235,20660,1542.85714285714,2273.68421052632,30,0.182398540811674
2.8,1.9,22,15,8,0,130,67,51,58,1.94029850746269,20680,1542.85714285714,2273.68421052632,30,0.182398540811674
2.8,1.9,21,15,5,0,129,66,51,57,1.95454545454545,20700,1514.28571428571,2231.57894736842,30,0.182398540811674
2.8,1.9,22,15,5,0,128,69,52,59,1.85507246376812,20720,1571.42857142857,2315.78947368421,30,0.182398540811674
2.9,2,22,15,6,0,130,71,53,61,1.83098591549296,20740,1572.41379310345,2280,30,0.182398540811674
2.8,1.9,22,15,3,0,129,69,52,60,1.8695652173913,20760,1600,2357.89473684211,30,0.182398540811674
2.8,1.9,22,15,6,0,129,68,51,58,1.89705882352941,20780,1542.85714285714,2273.68421052632,30,0.182398540811674
2.8,1.9,21,15,6,0,129,68,52,59,1.89705882352941,20800,1571.42857142857,2315.78947368421,30,0.182398540811674
2.8,1.9,22,15,5,0,125,71,54,61,1.76056338028169,20820,1628.57142857143,2400,30,0.182398540811674
2.8,1.9,21,15,5,0,129,70,53,61,1.84285714285714,20840,1628.57142857143,2400,30,0.182398540811674
2.7,1.9,21,15,5,0,126,74,55,63,1.7027027027027,20860,1748.14814814815,2484.21052631579,30,0.182398540811674
2.6,1.8,20,14,7,0,129,75,57,64,1.72,20880,1846.15384615385,2666.66666666667,30,0.182398540811674
2.6,1.8,20,14,6,0,129,73,56,63,1.76712328767123,20900,1815.38461538462,2622.22222222222,30,0.182398540811674
2.5,1.7,20,13,6,0,129,72,56,63,1.79166666666667,20920,1888,2776.47058823529,30,0.182398540811674
2.6,1.8,20,14,6,0,128,73,56,64,1.75342465753425,20940,1846.15384615385,2666.66666666667,30,0.182398540811674
1.4,1,13,9,6,0,113,93,79,86,1.21505376344086,20960,4685.71428571429,6560,30,0.182398540811674
2.5,1.7,20,13,6,0,125,96,73,83,1.30208333333333,20980,2528,3717.64705882353,30,0.182398540811674
2.1,1.5,17,11,6,0,128,68,54,58,1.88235294117647,21000,2057.14285714286,2880,30,0.182398540811674
2.7,1.9,22,15,6,0,126,71,55,61,1.77464788732394,21020,1688.88888888889,2400,110,0.194558443532452
2.8,1.9,22,15,13,0,127,74,57,63,1.71621621621622,21040,1685.71428571429,2484.21052631579,110,0.194558443532452
2.8,1.9,22,15,13,0,128,71,55,61,1.80281690140845,21060,1628.57142857143,2400,110,0.194558443532452
2.4,1.7,20,13,13,0,122,69,54,59,1.76811594202899,21080,1833.33333333333,2588.23529411765,110,0.194558443532452
2.2,1.5,17,12,11,0,128,67,53,58,1.91044776119403,21100,1963.63636363636,2880,110,0.194558443532452
2.3,1.6,18,12,9,0,127,67,53,59,1.8955223880597,21120,1913.04347826087,2750,110,0.194558443532452
2.2,1.5,17,12,10,0,127,67,53,59,1.8955223880597,21140,2000,2933.33333333333,110,0.194558443532452
2.2,1.5,17,12,9,0,129,66,53,59,1.95454545454545,21160,2000,2933.33333333333,110,0.194558443532452
2.3,1.6,18,12,9,0,127,66,53,58,1.92424242424242,21180,1878.26086956522,2700,110,0.194558443532452
2.3,1.5,17,12,8,0,129,66,53,58,1.95454545454545,21200,1878.26086956522,2880,110,0.194558443532452
2.3,1.6,18,12,10,0,129,66,53,59,1.95454545454545,21220,1913.04347826087,2750,110,0.194558443532452
2.3,1.6,18,12,10,0,129,66,53,58,1.95454545454545,21240,1878.26086956522,2700,110,0.194558443532452
2.3,1.6,18,12,10,0,127,66,53,59,1.92424242424242,21260,1913.04347826087,2750,110,0.194558443532452
2.6,1.8,20,14,10,0,129,65,51,57,1.98461538461538,21280,1630.76923076923,2355.55555555556,110,0.194558443532452
3.1,2.1,24,16,6,0,130,71,52,60,1.83098591549296,21300,1445.16129032258,2133.33333333333,110,0.194558443532452
2.6,1.8,21,14,5,0,125,67,51,58,1.86567164179104,21320,1661.53846153846,2400,110,0.194558443532452
2.5,1.7,19,13,6,0,128,65,51,57,1.96923076923077,21340,1696,2494.11764705882,110,0.194558443532452
2.4,1.6,19,13,6,0,126,68,54,60,1.85294117647059,21360,1866.66666666667,2800,110,0.194558443532452
2.7,1.8,21,14,6,0,129,71,55,61,1.8169014084507,21380,1688.88888888889,2533.33333333333,110,0.194558443532452
2.8,1.9,22,15,8,0,130,81,61,70,1.60493827160494,21400,1885.71428571429,2778.94736842105,110,0.194558443532452
2.8,1.9,22,15,7,0,130,80,60,69,1.625,21420,1857.14285714286,2736.84210526316,110,0.194558443532452
2.7,1.8,21,14,9,0,129,76,57,65,1.69736842105263,21440,1807.40740740741,2711.11111111111,110,0.194558443532452
2.6,1.8,20,14,8,0,129,76,58,66,1.69736842105263,21460,1907.69230769231,2755.55555555556,110,0.194558443532452
2.6,1.8,20,14,6,0,129,74,57,64,1.74324324324324,21480,1846.15384615385,2666.66666666667,110,0.194558443532452
2.6,1.8,20,14,7,0,128,76,58,66,1.68421052631579,21500,1907.69230769231,2755.55555555556,110,0.194558443532452
2.7,1.8,21,14,8,0,128,77,58,66,1.66233766233766,21520,1837.03703703704,2755.55555555556,110,0.194558443532452
2.8,1.9,22,15,8,0,129,78,58,67,1.65384615384615,21540,1800,2652.63157894737,110,0.194558443532452
2.6,1.8,21,14,5,0,128,75,58,65,1.70666666666667,21560,1876.92307692308,2711.11111111111,110,0.194558443532452
2.6,1.7,20,14,8,0,128,74,57,64,1.72972972972973,21580,1846.15384615385,2823.52941176471,110,0.194558443532452
2.6,1.7,20,14,9,0,128,73,56,64,1.75342465753425,21600,1846.15384615385,2823.52941176471,110,0.194558443532452
2.5,1.7,20,13,11,0,128,75,57,64,1.70666666666667,21620,1920,2823.52941176471,110,0.194558443532452
2.7,1.8,21,14,9,0,128,75,57,65,1.70666666666667,21640,1807.40740740741,2711.11111111111,110,0.194558443532452
2.8,1.9,22,15,11,0,128,75,57,64,1.70666666666667,21660,1714.28571428571,2526.31578947368,110,0.194558443532452
2.8,1.9,22,15,11,0,129,76,57,65,1.69736842105263,21680,1742.85714285714,2568.42105263158,110,0.194558443532452
3,2,23,15,16,0,130,76,57,65,1.71052631578947,21700,1626.66666666667,2440,110,0.194558443532452
3.3,2.3,26,18,14,0,128,79,56,66,1.62025316455696,21720,1503.0303030303,2156.52173913043,110,0.194558443532452
3.4,2.3,27,18,16,0,126,74,53,62,1.7027027027027,21740,1364.70588235294,2017.39130434783,110,0.194558443532452
3,2,24,16,16,0,122,70,52,59,1.74285714285714,21840,1466.66666666667,2200,110,0.194558443532452
3,2,24,16,11,0,122,70,52,59,1.74285714285714,21860,1466.66666666667,2200,110,0.194558443532452
3,2.1,24,16,7,0,126,69,51,58,1.82608695652174,21880,1440,2057.14285714286,110,0.194558443532452
3,2.1,24,16,6,0,127,68,50,57,1.86764705882353,21900,1413.33333333333,2019.04761904762,110,0.194558443532452
2.9,2,23,16,5,0,127,66,49,56,1.92424242424242,21920,1434.48275862069,2080,110,0.194558443532452
3.2,2.2,25,17,7,0,126,68,49,57,1.85294117647059,21940,1325,1927.27272727273,110,0.194558443532452
2.7,1.9,22,15,8,0,124,72,54,62,1.72222222222222,21960,1718.51851851852,2442.1052631579,110,0.194558443532452
2.9,2,23,16,8,0,125,71,53,61,1.76056338028169,21980,1572.41379310345,2280,110,0.194558443532452
2.9,2,23,16,7,0,125,70,52,60,1.78571428571429,22000,1544.8275862069,2240,110,0.194558443532452
3,2,24,16,7,0,125,71,53,61,1.76056338028169,22020,1520,2280,110,0.194558443532452
3.4,2.3,27,18,9,0,126,77,55,65,1.63636363636364,22040,1435.29411764706,2121.73913043478,110,0.194558443532452
3.5,2.4,28,19,8,0,127,81,56,67,1.5679012345679,22060,1440,2100,110,0.194558443532452
3.6,2.4,28,19,9,0,127,83,56,67,1.53012048192771,22080,1400,2100,110,0.194558443532452
3.7,2.5,29,20,12,0,127,84,57,68,1.51190476190476,22100,1383.78378378378,2048,110,0.194558443532452
3.2,2.2,25,17,13,0,127,75,55,64,1.69333333333333,22120,1500,2181.81818181818,110,0.194558443532452
3.3,2.3,26,18,16,0,128,78,56,65,1.64102564102564,22140,1478.78787878788,2121.73913043478,110,0.194558443532452
3.3,2.3,26,18,15,0,127,77,55,64,1.64935064935065,22160,1454.54545454545,2086.95652173913,110,0.194558443532452
2.8,1.9,22,15,9,0,126,69,53,60,1.82608695652174,22180,1600,2357.89473684211,110,0.194558443532452
2.8,1.9,22,15,8,0,126,69,53,60,1.82608695652174,22200,1600,2357.89473684211,110,0.194558443532452
2.8,1.9,22,15,8,0,124,68,53,59,1.82352941176471,22220,1571.42857142857,2315.78947368421,110,0.194558443532452
2.8,1.9,22,15,6,0,126,69,53,60,1.82608695652174,22240,1600,2357.89473684211,110,0.194558443532452
2.8,1.9,22,15,7,0,126,69,53,60,1.82608695652174,22260,1600,2357.89473684211,110,0.194558443532452
2.8,1.9,22,15,7,0,127,69,53,60,1.84057971014493,22280,1600,2357.89473684211,110,0.194558443532452
2.7,1.8,22,15,8,0,123,68,52,59,1.80882352941176,22300,1629.62962962963,2444.44444444444,110,0.194558443532452
2.7,1.9,22,15,8,0,126,70,53,60,1.8,22320,1659.25925925926,2357.89473684211,110,0.194558443532452
2.7,1.9,22,15,7,0,124,68,52,59,1.82352941176471,22340,1629.62962962963,2315.78947368421,110,0.194558443532452
2.8,1.9,22,15,9,0,127,69,52,59,1.84057971014493,22360,1571.42857142857,2315.78947368421,110,0.194558443532452
2.8,1.9,22,15,8,0,127,69,53,60,1.84057971014493,22380,1600,2357.89473684211,110,0.194558443532452
2.7,1.8,21,14,7,0,125,69,53,60,1.81159420289855,22400,1659.25925925926,2488.88888888889,110,0.194558443532452
2.8,1.9,22,15,10,0,127,69,53,60,1.84057971014493,22420,1600,2357.89473684211,110,0.194558443532452
2.7,1.8,21,14,9,0,127,69,53,60,1.84057971014493,22440,1659.25925925926,2488.88888888889,110,0.194558443532452
2.8,1.9,22,15,7,0,128,70,54,61,1.82857142857143,22460,1628.57142857143,2400,110,0.194558443532452
2.8,1.9,22,15,8,0,124,70,53,60,1.77142857142857,22480,1600,2357.89473684211,110,0.194558443532452
2.8,1.9,23,15,8,0,125,69,53,60,1.81159420289855,22500,1600,2357.89473684211,110,0.194558443532452
3.3,2.2,26,17,6,0,127,78,56,66,1.62820512820513,22520,1503.0303030303,2254.54545454545,110,0.194558443532452
3.7,2.5,29,20,8,0,127,84,58,69,1.51190476190476,22540,1405.40540540541,2080,110,0.194558443532452
3.8,2.6,29,20,6,0,128,89,59,71,1.43820224719101,22560,1410.52631578947,2061.53846153846,110,0.194558443532452
3.7,2.5,29,20,5,0,128,87,57,70,1.47126436781609,22580,1427.02702702703,2112,110,0.194558443532452
3.8,2.6,30,20,6,0,128,90,59,72,1.42222222222222,22600,1431.57894736842,2092.30769230769,110,0.194558443532452
3.7,2.6,29,20,5,0,128,88,58,71,1.45454545454545,22620,1448.64864864865,2061.53846153846,110,0.194558443532452
3.8,2.6,30,21,7,0,128,88,58,70,1.45454545454545,22640,1389.47368421053,2030.76923076923,110,0.194558443532452
3.7,2.6,29,20,6,0,128,89,58,71,1.43820224719101,22660,1448.64864864865,2061.53846153846,110,0.194558443532452
3.8,2.6,30,20,6,0,128,90,59,72,1.42222222222222,22680,1431.57894736842,2092.30769230769,110,0.194558443532452
3.8,2.6,30,20,5,0,127,89,58,71,1.42696629213483,22700,1410.52631578947,2061.53846153846,110,0.194558443532452
3.9,2.7,30,21,5,0,128,90,59,72,1.42222222222222,22720,1394.87179487179,2014.81481481481,110,0.194558443532452
4,2.7,31,21,6,0,128,89,58,71,1.43820224719101,22740,1340,1985.18518518518,110,0.194558443532452
3.9,2.7,31,21,5,0,128,89,58,71,1.43820224719101,22760,1374.35897435897,1985.18518518518,110,0.194558443532452
3.9,2.7,31,21,7,0,127,86,56,69,1.47674418604651,22780,1333.33333333333,1925.92592592593,110,0.194558443532452
2.6,1.8,20,14,7,0,130,78,59,67,1.66666666666667,22800,1938.46153846154,2800,110,0.194558443532452
3.6,2.4,28,19,6,0,127,79,56,66,1.60759493670886,22820,1377.77777777778,2066.66666666667,110,0.194558443532452
3.7,2.5,29,20,8,0,128,84,57,68,1.52380952380952,22840,1383.78378378378,2048,110,0.194558443532452
3.8,2.6,30,20,7,0,128,87,58,70,1.47126436781609,22860,1389.47368421053,2030.76923076923,110,0.194558443532452
3.8,2.6,30,20,9,0,128,88,59,71,1.45454545454545,22880,1410.52631578947,2061.53846153846,110,0.194558443532452
3.7,2.5,29,20,8,0,127,88,58,70,1.44318181818182,22900,1427.02702702703,2112,110,0.194558443532452
3.8,2.6,30,20,6,0,127,90,59,72,1.41111111111111,22920,1431.57894736842,2092.30769230769,110,0.194558443532452
3.8,2.6,30,21,5,0,127,90,59,72,1.41111111111111,22940,1431.57894736842,2092.30769230769,110,0.194558443532452
3.9,2.7,30,21,4,0,127,90,58,72,1.41111111111111,22960,1394.87179487179,2014.81481481481,110,0.194558443532452
3.8,2.6,30,20,5,0,128,93,60,74,1.37634408602151,22980,1473.68421052632,2153.84615384615,110,0.194558443532452
3.9,2.7,31,21,6,0,128,91,59,72,1.40659340659341,23000,1394.87179487179,2014.81481481481,110,0.194558443532452
3.9,2.7,31,21,6,0,127,91,59,72,1.3956043956044,23020,1394.87179487179,2014.81481481481,110,0.194558443532452
4,2.7,31,21,6,0,128,93,60,74,1.37634408602151,23040,1400,2074.07407407407,110,0.194558443532452
